Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name
NP6 3LH,No,51.578884,-2.835518,342200,187000,ST422870,"Mill","Magor with Undy",1981-06-01,1999-06-01,10,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001572,"Monmouthshire 011A"
NP6 3LJ,No,51.578884,-2.835518,342200,187000,ST422870,"Mill","Magor with Undy",1981-06-01,1999-06-01,10,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001572,"Monmouthshire 011A"
NP6 3LL,No,51.584329,-2.828401,342700,187600,ST427875,"Mill","Magor with Undy",1982-03-01,1999-06-01,19,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3LN,No,51.58344,-2.826942,342800,187500,ST427874,"The Elms","Magor with Undy",1983-07-01,1999-06-01,27,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3LP,No,51.579803,-2.832649,342400,187100,ST423870,"Mill","Magor with Undy",1984-10-01,1999-06-01,11,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001572,"Monmouthshire 011A"
NP6 3LQ,No,51.582552,-2.825483,342900,187400,ST428874,"The Elms","Magor with Undy",1984-10-01,1999-06-01,32,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3LR,No,51.582552,-2.825483,342900,187400,ST428874,"The Elms","Magor with Undy",1984-10-01,1999-06-01,32,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3LS,No,51.579016,-2.81676,343500,187000,ST434870,"The Elms","Magor with Undy",1985-04-01,1999-06-01,12,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3LT,No,51.579026,-2.815317,343600,187000,ST435870,"The Elms","Magor with Undy",1985-04-01,1999-06-01,12,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3LU,No,51.582552,-2.825483,342900,187400,ST428874,"The Elms","Magor with Undy",1987-04-01,1999-06-01,32,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3LW,No,51.581653,-2.825466,342900,187300,ST429873,"Mill","Magor with Undy",1987-04-01,1999-06-01,27,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3LX,No,51.581663,-2.824023,343000,187300,ST430873,"The Elms","Magor with Undy",1990-02-01,1999-06-01,34,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3LY,No,51.579875,-2.822548,343100,187100,ST430871,"The Elms","Magor with Undy",1990-07-01,1999-06-01,24,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3LZ,No,51.579875,-2.822548,343100,187100,ST430871,"The Elms","Magor with Undy",1987-04-01,1999-06-01,24,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3NA,No,51.581571,-2.837011,342100,187300,ST420873,"Mill","Magor with Undy",1984-10-01,1999-06-01,16,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001572,"Monmouthshire 011A"
NP6 3NB,No,51.58248,-2.835584,342200,187400,ST422873,"Mill","Magor with Undy",1986-04-01,1999-06-01,15,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001572,"Monmouthshire 011A"
NP6 3ND,No,51.579762,-2.838421,342000,187100,ST419870,"Mill","Magor with Undy",1986-04-01,1999-06-01,11,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001572,"Monmouthshire 011A"
NP6 3NE,No,51.581581,-2.835568,342200,187300,ST421873,"Mill","Magor with Undy",1986-04-01,1999-06-01,13,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001572,"Monmouthshire 011A"
NP6 3NF,No,51.580682,-2.835551,342200,187200,ST422872,"Mill","Magor with Undy",1986-04-01,1999-06-01,12,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001572,"Monmouthshire 011A"
NP6 3NG,No,51.582531,-2.828369,342700,187400,ST426873,"Mill","Magor with Undy",1986-04-01,1999-06-01,13,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3NH,No,51.58437,-2.822629,343100,187600,ST430876,"The Elms","Magor with Undy",1986-04-01,1999-06-01,35,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3NJ,No,51.58436,-2.824072,343000,187600,ST430876,"The Elms","Magor with Undy",1986-04-01,1999-06-01,36,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3NL,No,51.58436,-2.824072,343000,187600,ST430876,"The Elms","Magor with Undy",1987-10-01,1999-06-01,36,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3NN,No,51.58437,-2.822629,343100,187600,ST430876,"The Elms","Magor with Undy",1987-10-01,1999-06-01,35,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3NP,No,51.583471,-2.822613,343100,187500,ST430875,"The Elms","Magor with Undy",1987-10-01,1999-06-01,37,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3NQ,No,51.583471,-2.822613,343100,187500,ST430875,"The Elms","Magor with Undy",1987-10-01,1999-06-01,37,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3NR,No,51.583471,-2.822613,343100,187500,ST430875,"The Elms","Magor with Undy",1990-02-01,1999-06-01,37,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3NS,No,51.582562,-2.824039,343000,187400,ST430874,"The Elms","Magor with Undy",1990-02-01,1999-06-01,37,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3NT,No,51.582562,-2.824039,343000,187400,ST430874,"The Elms","Magor with Undy",1990-02-01,1999-06-01,37,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3NU,No,51.582572,-2.822596,343100,187400,ST431874,"The Elms","Magor with Undy",1990-02-01,1999-06-01,38,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3NW,No,51.58437,-2.822629,343100,187600,ST430876,"The Elms","Magor with Undy",1990-02-01,1999-06-01,35,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3NX,No,51.582572,-2.822596,343100,187400,ST431874,"The Elms","Magor with Undy",1992-08-01,1999-06-01,38,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3NY,No,51.582572,-2.822596,343100,187400,ST431874,"The Elms","Magor with Undy",1993-08-01,1999-06-01,38,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3PA,No,51.579915,-2.816776,343500,187100,ST434870,"The Elms","Magor with Undy",1992-01-01,1999-06-01,15,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3PB,No,51.579915,-2.816776,343500,187100,ST434870,"The Elms","Magor with Undy",1992-01-01,1999-06-01,15,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3PD,No,51.579915,-2.816776,343500,187100,ST434870,"The Elms","Magor with Undy",1992-01-01,1999-06-01,15,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3PE,No,51.579915,-2.816776,343500,187100,ST434870,"The Elms","Magor with Undy",1992-01-01,1999-06-01,15,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3PF,No,51.579915,-2.816776,343500,187100,ST434870,"The Elms","Magor with Undy",1992-01-01,1999-06-01,15,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3PG,No,51.579915,-2.816776,343500,187100,ST434870,"The Elms","Magor with Undy",1992-01-01,1999-06-01,15,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3PH,No,51.579915,-2.816776,343500,187100,ST434870,"The Elms","Magor with Undy",1992-01-01,1999-06-01,15,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3PJ,No,51.579915,-2.816776,343500,187100,ST434870,"The Elms","Magor with Undy",1992-01-01,1999-06-01,15,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3PL,No,51.580917,-2.810992,343902,187207,ST439872,"The Elms","Magor with Undy",1995-01-01,1999-06-01,12,Wales,2021-05-21,"Postcode unit mean (mean of matched addresses with the same postcode but not snapped to a building)",W01001591,"Monmouthshire 011E"
NP6 3PN,No,51.579915,-2.816776,343500,187100,ST434870,"The Elms","Magor with Undy",1995-01-01,1999-06-01,15,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3PP,No,51.579915,-2.816776,343500,187100,ST434870,"The Elms","Magor with Undy",1995-01-01,1999-06-01,15,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3PQ,No,51.579915,-2.816776,343500,187100,ST434870,"The Elms","Magor with Undy",1995-01-01,1999-06-01,15,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3PR,No,51.579915,-2.816776,343500,187100,ST434870,"The Elms","Magor with Undy",1995-01-01,1999-06-01,15,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3PS,No,51.579915,-2.816776,343500,187100,ST434870,"The Elms","Magor with Undy",1995-07-01,1999-06-01,15,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3PT,No,51.579915,-2.816776,343500,187100,ST434870,"The Elms","Magor with Undy",1995-07-01,1999-06-01,15,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3PU,No,51.579915,-2.816776,343500,187100,ST434870,"The Elms","Magor with Undy",1996-06-01,1999-06-01,15,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3PW,No,51.579915,-2.816776,343500,187100,ST434870,"The Elms","Magor with Undy",1996-12-01,1999-06-01,15,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3PZ,No,51.579915,-2.816776,343500,187100,ST434870,"The Elms","Magor with Undy",1995-07-01,1999-06-01,15,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3QA,No,51.579915,-2.816776,343500,187100,ST434870,"The Elms","Magor with Undy",1995-07-01,1999-06-01,15,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3QB,No,51.579915,-2.816776,343500,187100,ST434870,"The Elms","Magor with Undy",1995-07-01,1999-06-01,15,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3QD,No,51.579915,-2.816776,343500,187100,ST434870,"The Elms","Magor with Undy",1995-07-01,1999-06-01,15,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3QE,No,51.579915,-2.816776,343500,187100,ST434870,"The Elms","Magor with Undy",1996-06-01,1999-06-01,15,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3QF,No,51.579915,-2.816776,343500,187100,ST434870,"The Elms","Magor with Undy",1996-06-01,1999-06-01,15,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001573,"Monmouthshire 011B"
NP6 3SA,No,51.587334,-2.78371,345800,187900,ST458879,"Rogiet","Rogiet",1980-01-01,1999-06-01,12,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3SB,No,51.586435,-2.783695,345800,187800,ST457878,"Rogiet","Rogiet",1980-01-01,1999-06-01,12,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3SD,No,51.587363,-2.779381,346100,187900,ST460879,"Rogiet","Rogiet",1980-01-01,1999-06-01,12,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3SE,No,51.588271,-2.777953,346200,188000,ST461879,"Rogiet","Rogiet",1980-01-01,1999-06-01,13,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3SF,No,51.588271,-2.777953,346200,188000,ST461879,"Rogiet","Rogiet",1980-01-01,1999-06-01,13,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3SG,No,51.588252,-2.780839,346000,188000,ST460879,"Rogiet","Rogiet",1980-01-01,1999-06-01,14,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3SH,No,51.586435,-2.783695,345800,187800,ST457878,"Rogiet","Rogiet",1980-01-01,1999-06-01,12,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3SJ,No,51.587353,-2.780824,346000,187900,ST459879,"Rogiet","Rogiet",1980-01-01,1999-06-01,12,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3SL,No,51.587353,-2.780824,346000,187900,ST459879,"Rogiet","Rogiet",1980-01-01,1999-06-01,12,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3SN,No,51.587343,-2.782267,345900,187900,ST459878,"Rogiet","Rogiet",1980-01-01,1999-06-01,13,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3SP,No,51.586464,-2.779365,346100,187800,ST461878,"Rogiet","Rogiet",1980-01-01,1999-06-01,10,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3SR,No,51.586464,-2.779365,346100,187800,ST461878,"Rogiet","Rogiet",1980-01-01,1999-06-01,10,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3SS,No,51.588271,-2.777953,346200,188000,ST461879,"Rogiet","Rogiet",1980-01-01,1999-06-01,13,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3ST,No,51.585574,-2.777907,346200,187700,ST461876,"Rogiet","Rogiet",1980-01-01,1999-06-01,7,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3SU,No,51.585584,-2.776464,346300,187700,ST462877,"Rogiet","Rogiet",1980-01-01,1999-06-01,7,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3SW,No,51.587353,-2.780824,346000,187900,ST459879,"Rogiet","Rogiet",1980-01-01,1999-06-01,12,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3SX,No,51.586483,-2.776479,346300,187800,ST462878,"Rogiet","Rogiet",1980-01-01,1999-06-01,10,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3SY,No,51.587363,-2.779381,346100,187900,ST460879,"Rogiet","Rogiet",1980-01-01,1999-06-01,12,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3SZ,No,51.587401,-2.773608,346500,187900,ST464879,"Rogiet","Rogiet",1980-01-01,1999-06-01,11,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3TA,No,51.589189,-2.775082,346400,188100,ST463880,"Rogiet","Rogiet",1980-01-01,1999-06-01,10,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3TB,No,51.584637,-2.783664,345800,187600,ST458876,"Rogiet","Rogiet",1980-01-01,1999-06-01,9,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3TD,No,51.584637,-2.783664,345800,187600,ST458876,"Rogiet","Rogiet",1995-07-01,1999-06-01,9,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3TE,No,51.584637,-2.783664,345800,187600,ST458876,"Rogiet","Rogiet",1995-07-01,1999-06-01,9,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3TF,No,51.584637,-2.783664,345800,187600,ST458876,"Rogiet","Rogiet",1996-06-01,1999-06-01,9,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3UA,No,51.584637,-2.783664,345800,187600,ST458876,"Rogiet","Rogiet",1980-01-01,1999-06-01,9,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3UB,No,51.584646,-2.782221,345900,187600,ST458875,"Rogiet","Rogiet",1980-01-01,1999-06-01,8,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3UD,No,51.587305,-2.78804,345500,187900,ST455879,"Rogiet","Rogiet",1980-01-01,1999-06-01,10,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3UE,No,51.584656,-2.780778,346000,187600,ST459876,"Rogiet","Rogiet",1980-01-01,1999-06-01,7,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3UF,No,51.586425,-2.785138,345700,187800,ST457877,"Rogiet","Rogiet",1980-01-01,1999-06-01,12,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3UH,No,51.589992,-2.78953,345400,188200,ST454881,"Rogiet","Rogiet",1980-01-01,1999-06-01,25,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3UJ,No,51.594516,-2.785278,345700,188700,ST456886,"Rogiet","Rogiet",1980-01-01,1999-06-01,55,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3UL,No,51.587363,-2.779381,346100,187900,ST460879,"Rogiet","Rogiet",1980-01-01,1981-12-01,12,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3UN,No,51.583776,-2.777876,346200,187500,ST462875,"Rogiet","Rogiet",1980-01-01,1999-06-01,7,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3UP,No,51.587256,-2.795256,345000,187900,ST450878,"Rogiet","Rogiet",1980-01-01,1999-06-01,10,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3UQ,No,51.584617,-2.78655,345600,187600,ST456875,"Rogiet","Rogiet",1980-01-01,1999-06-01,9,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3UR,No,51.586367,-2.793797,345100,187800,ST451878,"Rogiet","Rogiet",1980-01-01,1999-06-01,10,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3US,No,51.586396,-2.789468,345400,187800,ST453878,"Rogiet","Rogiet",1996-12-01,1999-06-01,10,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3UT,No,51.587324,-2.785154,345700,187900,ST456878,"Rogiet","Rogiet",1980-01-01,1999-06-01,10,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3XA,No,51.587324,-2.785154,345700,187900,ST456878,"Rogiet","Rogiet",1993-08-01,1997-12-01,10,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3YB,No,51.588551,-2.822647,343104,188065,ST431880,"Mill","Magor with Undy",1996-06-01,1999-06-01,44,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3YD,No,51.592786,-2.775143,346400,188500,ST463885,"Rogiet","Rogiet",1980-01-01,1999-06-01,22,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3YE,No,51.592786,-2.775143,346400,188500,ST463885,"Rogiet","Rogiet",1998-12-01,1999-06-01,22,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3YF,No,51.588551,-2.822647,343104,188065,ST431880,"Mill","Magor with Undy",1996-12-01,1999-06-01,44,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3YG,No,51.592786,-2.775143,346400,188500,ST463885,"Rogiet","Rogiet",1990-02-01,1995-01-01,22,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3YH,No,51.588551,-2.822647,343104,188065,ST431880,"Mill","Magor with Undy",1996-12-01,1999-06-01,44,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3YJ,No,51.588551,-2.822647,343104,188065,ST431880,"Mill","Magor with Undy",1997-06-01,1997-12-01,44,Wales,2021-05-21,"Postcode sector mean (mainly PO Boxes)",W01001574,"Monmouthshire 011C"
NP6 3YL,No,51.592786,-2.775143,346400,188500,ST463885,"Rogiet","Rogiet",1992-08-01,1999-06-01,22,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3YN,No,51.592786,-2.775143,346400,188500,ST463885,"Rogiet","Rogiet",1998-12-01,1999-06-01,22,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3YP,No,51.592786,-2.775143,346400,188500,ST463885,"Rogiet","Rogiet",1998-12-01,1999-06-01,22,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3YQ,No,51.592786,-2.775143,346400,188500,ST463885,"Rogiet","Rogiet",1994-12-01,1996-06-01,22,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3YR,No,51.588551,-2.822647,343104,188065,ST431880,"Mill","Magor with Undy",1994-12-01,1999-06-01,44,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001574,"Monmouthshire 011C"
NP6 3YS,No,51.592786,-2.775143,346400,188500,ST463885,"Rogiet","Rogiet",1998-12-01,1999-06-01,22,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3YT,No,51.592786,-2.775143,346400,188500,ST463885,"Rogiet","Rogiet",1998-12-01,1999-06-01,22,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3YU,No,51.592786,-2.775143,346400,188500,ST463885,"Rogiet","Rogiet",1998-06-01,1999-06-01,22,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3YW,No,51.592786,-2.775143,346400,188500,ST463885,"Rogiet","Rogiet",1998-12-01,1999-06-01,22,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
NP6 3YX,No,51.592786,-2.775143,346400,188500,ST463885,"Rogiet","Rogiet",1998-08-01,2000-09-01,22,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001582,"Monmouthshire 011D"
